covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,HR_TCC_assoc,HR_TCC_assoc_lower,HR_TCC_assoc_upper,exclude_resistance,MIC_type,include_drugs,num_pids,significant
EMB_AUC,-0.007437654315769117,0.0005350473467603446,0.00010879020151439888,0.0006474638883252234,0.025445311716016047,0.21010578268549351,-0.29229959525658444,961.9857955468877,0.1736259636899033,285.1132089390344,219.9302991467019,0.7701205960092883,1.962433052210786,-0.057372375051085354,0.042497066419547126,1.0074653823678894,0.9583932770406067,1.0590501008143791,0,predicted,"RIF,INH,EMB",353,
EMB_pred_MIC,-0.06757144770404816,0.3610282098995515,0.09802755110655602,0.4623233460429927,0.6799436344602343,0.28057401988510666,-0.09937801352856108,604.1050444799242,0.21910019688692406,269.4238189277788,186.32502592115446,0.92087110686001,1.9638986486535897,-1.4029118325811125,1.2677689371730163,1.0699066992443578,0.2814588742299986,4.067025238481364,0,predicted,"RIF,INH,EMB",353,
F2,0.022138563768536016,0.015238065806073483,0.005840029301162906,0.021272762750608486,0.14585185206437554,0.39602775190337713,0.1517880195224712,360.3585747431619,0.2836818618852122,247.14203738911235,146.60026767721234,0.879439072905688,1.9665688597543227,-0.26468914663875914,0.30896627417583117,0.9781046957883403,0.7342055312953663,1.3030258628470228,0,predicted,"RIF,INH,EMB",353,
INH_AUC,0.020924271733184528,0.0002502734986244886,6.78113379381564e-05,0.00032034521449391686,0.017898190257506955,0.2799805662786701,1.1690719247108439,606.106546043006,0.21873813841773154,269.5487353063669,186.57485020251744,0.2428342192952936,1.9638856299668022,-0.014225726915945196,0.05607427038231425,0.9792931219323482,0.9454689129450555,1.0143273940935345,0,predicted,"RIF,INH,EMB",353,
INH_pred_MIC,-0.2829730617090601,0.06137934960492201,0.011891974182168944,0.07366772292649658,0.2714179856356181,0.20020370695796968,-1.0425729932612309,1042.2303033225223,0.1668081058218067,287.46548678109116,225.3186358206542,0.2973878711585855,1.9622427339780422,-0.8155610318935084,0.24961490847538814,1.327069412353717,0.7791007504060589,2.2604434975668646,0,predicted,"RIF,INH,EMB",353,
Not_Lineage_2,0.2484852919884552,0.01856832272565289,0.009641423091969897,0.028531126587355116,0.16891159399921343,0.5365484006769341,1.4710967205105667,237.83330904147357,0.34919069288058546,224.5403676871772,115.49787833568817,0.1425867979455285,1.9699885857715334,-0.08426862019447068,0.5812392041713811,0.7799813327252145,0.5592049678940012,1.087921092137222,0,predicted,"RIF,INH,EMB",353,
RIF_AUC,0.005936444085349977,4.873376490160017e-05,5.674388718833962e-06,5.4597299911061933e-05,0.007388998572950324,0.12031771034519913,0.8034165965442375,2514.3242470735245,0.10739606205825852,307.96366037169406,274.35914544628935,0.4218099291620744,1.960907933676655,-0.008552701838273797,0.02042559000897375,0.9940811417824571,0.9797815993021465,1.0085893806858193,0,predicted,"RIF,INH,EMB",353,
RIF_pred_MIC,-0.4960057789644469,0.6464564234870511,0.20209157870285427,0.8552843881466673,0.9248158671577101,0.3230348668100117,-0.5363292267993304,486.4539969103816,0.24416202090643738,260.77706000977787,169.76816202896293,0.5919762017003684,1.9648525952825118,-2.31313263570772,1.3211210777788265,1.6421490477122478,0.26683599032204103,10.106033641292855,0,predicted,"RIF,INH,EMB",353,
TTP_baseline,1.2534774054832245,0.062023791805555666,0.024647490073877357,0.08749286488189559,0.2957919283582559,0.41063392506194035,4.237699833259288,342.22914609299244,0.29109885829798804,244.58304647819472,142.64094748662038,2.9075106090420844e-05,1.966919968603658,0.6716783550435883,1.8352764559228607,0.28551023376042345,0.15956938176908422,0.5108504694208508,0,predicted,"RIF,INH,EMB",353,1.0
bl_bmi,0.01846112087458664,0.00047585731222640293,0.00011024452909157449,0.0005897766589543633,0.024285317765151093,0.239398121665849,0.7601762123565026,777.2812436621964,0.19315675688137965,278.3747504743775,204.96778633824957,0.4473797728021389,1.9630206731304627,-0.029211459951947443,0.06613370170112072,0.9817082418076852,0.9360057103694241,1.029642299567555,0,predicted,"RIF,INH,EMB",353,
diabetes,0.23304954779312834,0.09208237457159428,0.02733460634140517,0.12032813445771295,0.34688345947553184,0.3067444776215836,0.6718381676240374,526.290873817799,0.2347394482048179,264.0280091216543,175.82210754751094,0.501981529960797,1.96448172100145,-0.4483966676643012,0.9144957632505579,0.7921143250352732,0.40071863221763265,1.5657996745839293,0,predicted,"RIF,INH,EMB",353,
fstrom1_baseline,0.18324027231481302,0.02260506021099682,0.005931962934073358,0.028734755242872626,0.16951328928102546,0.271164729253579,1.0809788016739528,637.2873043615048,0.21331989710948432,271.4181214418489,190.34916933132837,0.2801154331020276,1.9636933958114744,-0.14963185434861667,0.5161123989782427,0.8325680886408641,0.5968363051132691,1.1614065972269403,0,predicted,"RIF,INH,EMB",353,
screen_sex,0.1442432170471791,0.02677297103127688,0.006632224698325489,0.03362626988621322,0.18337467078692526,0.2559782717775378,0.7866038228081375,698.1617396711512,0.20380788229342658,274.69992961649996,197.1348926605642,0.43178073426801533,1.9633676646631173,-0.2157886820941143,0.5042751161884725,0.8656771750064496,0.6039432054451289,1.2408401395538726,0,predicted,"RIF,INH,EMB",353,
screen_years,-0.024685705584922002,3.5579320774091926e-05,1.5407471180130235e-05,5.150037432689317e-05,0.0071763761277467315,0.4474805366266183,-3.4398567111717044,303.4416302437917,0.30914442391707764,238.35701698705535,133.49505795975583,0.0006635424700199023,1.9678126131632052,-0.03880746904590534,-0.010563942123938663,1.024992920343864,1.010619937564365,1.039570314916858,0,predicted,"RIF,INH,EMB",353,1.0
F2,0.010883719578234882,0.014754325222411213,0.005574272583608023,0.0205144068921395,0.14322851284621893,0.39039953253700577,0.07598849811364358,367.83973930898185,0.2807822668241693,251.0191790094357,149.2017431360293,0.9394695600624632,1.9664340938623734,-0.270765711295775,0.2925331504522447,0.9891752938086046,0.7463705021060774,1.3109678894333836,0,measured,RIF,353,
