covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
INH_AUC,0.03369190790111422,0.0009662246040830982,2.88418015669966e-07,0.000966522636032624,0.031088947168288347,0.00030844996936136795,1.0837262426011316,304997591.5803193,0.0003083548573150767,381.89770753977916,381.8972293534576,0.2784861973229343,1.9599639923180536,-0.02724130910780926,0.09462512491003769,1.0342659084818828,0.9731263889287433,1.0992466976724677,0,predicted,False,True,PZA,362,
PZA_pred_MIC,-0.6281351947379263,2.0854952755085425,0.002099132350475412,2.087664378937367,1.4448752122371562,0.0010400903105837352,-0.4347331793209742,26863267.59709606,0.0010390096467175812,381.61858608224617,381.6131648997376,0.6637561155156511,1.959964072849167,-3.460038700473068,2.203768310997215,0.5335859076194895,0.031428545695245474,9.059086715971906,0,predicted,False,True,PZA,362,
smear_pos_no_contam_sputum_specimen_1,0.6618178641642667,0.24895633300385356,0.00019848168462364803,0.24916143074463132,0.4991607263643959,0.0008238301805907262,1.325861249110228,42799419.340334676,0.0008231520430944102,381.70104703345976,381.69764291274515,0.18488566773665413,1.9599640399677052,-0.31651920967410896,1.6401549380026423,1.9383127228766,0.7286810137005351,5.15596830578233,0,predicted,False,True,PZA,362,
total_adherence,-1.318277264645731,0.24092750232786464,3.36132980356543e-05,0.24096223606916817,0.490879044235103,0.00014416677617917718,-2.6855439850766,1395702436.2672012,0.00014414599511576215,381.96043787101314,381.96033334032495,0.007241184385042503,1.9599639862397509,-2.280382512946322,-0.3561720163451396,0.2675959020270103,0.10224508916422634,0.7003521378580153,0,predicted,False,True,PZA,362,1.0
EMB_pred_MIC,-2.6659053485418758,4.081925413136725,0.0035040500647029607,4.085546264870251,2.0212734265482863,0.0008870450503268695,-1.318923661453573,36921282.65638721,0.0008862588987574184,378.67971902957566,378.67583517591316,0.18719464304880815,1.9599640487921905,-6.62752859735552,1.295717900271768,0.0695363703751894,0.0013234297755523139,3.6536179661951254,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
F2,0.5289400675860477,0.07775308980406871,2.25638295006422e-06,0.07775542139978378,0.2788465911568291,2.9987177627818873e-05,1.8968855433795169,32251718435.562958,2.9986278423961367e-05,379.0042597319417,379.0042552780945,0.05784304586305968,1.9599639846136088,-0.01758920831361288,1.0754693434857083,1.6971325091969076,0.9825645788261791,2.9313683963794963,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
HIV_High_CD4,0.4172771595324208,0.2521361117845589,0.0049587333713623895,0.2572601362683,0.5072081784319926,0.0203224538027279,0.8226940677936447,73100.54184770973,0.019917677717457255,371.4665139313694,369.5884194835746,0.41068467321671653,1.9599964372385152,-0.5768490631325218,1.4114033821973635,1.5178231337929116,0.5616653533405948,4.101707630308318,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
HIV_Low_CD4,1.4933446166281397,0.2688400361273443,0.00298949732022168,0.27192918335824007,0.5214682956405309,0.011490651747392519,2.863730411057554,224715.18449825587,0.011360116603689746,374.70996330537963,374.08617894164263,0.004187229284725562,1.9599745413869174,0.4712800330322726,2.5154092002240067,4.451960747845512,1.6020435499784775,12.371670233698357,0,predicted,False,True,"RIF,INH,EMB,PZA",362,1.0
INH_AUC,0.039353094978588736,0.0010367713060527558,6.679911416886198e-07,0.0010374615635658341,0.03220965016211499,0.0006657760578909357,1.2217796461780845,65511832.01904777,0.0006653330950457316,378.7634533611481,378.7612635136084,0.22179097198194964,1.9599640207513946,-0.02377666046014596,0.10248285041732344,1.0401376862116947,0.9765037773097396,1.1079183014103708,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
INH_pred_MIC,-1.4979155822425105,3.0770729867570195,4.1561964341573504e-05,3.0771159341201724,1.7541710105118522,1.3957213019578799e-05,-0.8539165071513931,148871891757.69623,1.3957018218502404e-05,379.0103350720168,379.010334107101,0.393151252607266,1.9599639845559889,-4.936027585597926,1.9401964211129048,0.22359574168111038,0.007183075926805463,6.960117950494809,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
PZA_pred_MIC,-0.912387374902165,2.267747625455399,0.0035301995088252345,2.271395498281185,1.5071149585486785,0.001608588532885588,-0.6053867156761391,11243567.739001201,0.0016060051314473864,378.40692396135125,378.3941889483724,0.5449220878574113,1.9599641955292646,-3.866278732204147,2.0415039823998167,0.4015643939966189,0.020936133604560144,7.7021844420570895,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
RIF_pred_MIC,6.1480115859258415,20.394538949597976,0.0007323270661492818,20.395295687566332,4.516115110088131,3.710493138503506e-05,1.3613496193204573,21065266634.123917,3.710355466018525e-05,379.0015621730408,379.00155535412955,0.17340322928521132,1.959963984652669,-2.703411380392618,14.999434552244301,467.7863085250654,0.06697663977963718,3267169.4364403826,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
smear_pos_no_contam_sputum_specimen_1,0.6669505307415876,0.255589719732661,0.0002457312333240962,0.2558436420070959,0.5058098872176146,0.0009934760862075924,1.3185794655189205,29440532.192122,0.000992490071056199,378.63945575541237,378.63458607463804,0.1873097526727127,1.9599640651184658,-0.32441867198656094,1.6583197334697362,1.9482870112569062,0.7229475011431442,5.250481220600819,0,predicted,False,True,"RIF,INH,EMB,PZA",362,
total_adherence,-1.593807708348152,0.27202969573891417,3.4769790433814856e-05,0.27206562452236244,0.5215991032606963,0.0001320766960779117,-3.0556181910296805,1662877732.776043,0.00013205925412793993,378.96557247925966,378.9654861139968,0.0022459706588539604,1.9599639859666598,-2.6161231658516217,-0.5714922508446825,0.2031505989277635,0.0730856552676455,0.5646821622324434,0,predicted,False,True,"RIF,INH,EMB,PZA",362,1.0
EMB_pred_MIC,-2.9364191198838685,3.956374270246713,0.001958741173612108,3.9583983027927787,1.9895723919457615,0.0005115877335689047,-1.4759046374844949,110917991.85738283,0.0005113261453850727,379.821272511619,379.81997187767655,0.1399694972271765,1.9599640059276684,-6.835909395284976,0.9630711555172393,0.05305537392089904,0.0010744897349172224,2.619729728831024,0,predicted,False,True,"RIF,INH,EMB",362,
F2,0.5306053576768531,0.07676353462384593,1.6746599030884914e-06,0.07676526510574579,0.27706545274672156,2.254302004640298e-05,1.9150902879324483,57068096091.24698,2.2542511870105992e-05,380.00701790976194,380.00701537935805,0.0554809901933284,1.959963984581623,-0.012432951078522603,1.0736436664322289,1.6999610816904482,0.9876440187401857,2.926021546658484,0,predicted,False,True,"RIF,INH,EMB",362,
