covariate,coef_pooled,V_w,V_b,V_t,se_pooled,riv,wald_stat,dof_old,lambda,dof_observed,dof_adj,pval,t_critical,coef_lower,coef_upper,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,binarize_MICs,tb_deaths_only,include_drugs,num_pids,significant
RIF_midpoint,-0.016751075979291933,0.19981762998796626,8.894356275629258e-05,0.19990953833614777,0.44711244484597806,0.0004599611565157559,-0.037465018414019696,137200315.0597625,0.00045974968951685785,381.8398723666714,381.83880967754936,0.9701142318701305,1.959964001830621,-0.8930753726478879,0.8595732206893041,0.983388443175699,0.409394773267395,2.3621523607969883,0,measured,False,True,"RIF,INH,EMB",357,
total_adherence,-1.2284943202847167,0.22891086945623212,6.108941118833146e-05,0.2289739951811267,0.47851227275914954,0.000275765519761301,-2.5673204016296087,381555365.44104105,0.0002756894941046665,381.9101862149653,381.9098039500109,0.010248786889645008,1.9599639907574247,-2.1663611440281447,-0.2906274965412887,0.2927330081764256,0.11459384966021004,0.7477941820622331,0,measured,False,True,"RIF,INH,EMB",357,1.0
F2,0.400482537694013,0.06282925266564081,1.4807458196647143e-06,0.06283078276965447,0.2506606925101231,2.43533696285759e-05,1.5977077765307748,48899118464.0477,2.4352776556406937e-05,384.0060723227055,384.0060693070957,0.11010802727713176,1.9599639845885675,-0.09080339197785753,0.8917684673658834,1.492544732998871,0.9131972351529627,2.439439908761362,0,predicted,False,True,RIF,358,
HIV_High_CD4,0.4187511394115223,0.25236472123579035,0.01400460170030206,0.26683614299276914,0.5165618481777077,0.05734328350695977,0.8106505365984046,9859.727340076226,0.05423336432115551,363.1889757608667,350.2859813472392,0.4175859523408667,1.960204615689389,-0.5938157796754616,1.4313180584985061,1.5200620241864986,0.5522161243708382,4.184210593282659,0,predicted,False,True,RIF,358,
HIV_Low_CD4,1.2900126773112695,0.22211264420247012,0.006441996802073138,0.22876937423127902,0.4782984154597201,0.029970063400536835,2.697087499383338,34250.8913676191,0.029097994655871873,372.8413454044127,368.8264498992067,0.006998310864039562,1.9600332485371155,0.3525318802875993,2.2274934743349397,3.632832610010673,1.422665009995348,9.276584916079518,0,predicted,False,True,RIF,358,1.0
RIF_pred_MIC,-5.454819576710054,17.924154092154435,0.008114446902242214,17.932539020620084,4.23468287131635,0.000467800512232845,-1.2881294166461217,132642544.13321954,0.00046758177723794225,383.83586555000676,383.8347548238343,0.1977009191532811,1.9599640024247473,-13.75464556617477,2.8450064127546613,0.004275648138628993,1.0627554237932622e-06,17.20166897865467,0,predicted,False,True,RIF,358,
total_adherence,-1.2299413029416457,0.2208729331934783,9.787939001712522e-05,0.22097407522982934,0.4700787968307328,0.0004579195598513282,-2.6164577326905607,138425869.91834354,0.00045770996550538435,383.8396564779765,383.8385921359324,0.00888473732354452,1.9599640016775388,-2.1512788226817716,-0.30860378320151993,0.29230973489888223,0.11633529039824515,0.7344717224167748,0,predicted,False,True,RIF,358,1.0
F2,0.42483062587055975,0.06225973223356174,1.0864994938438992e-05,0.062270959394998125,0.2495414983424563,0.0001803278143611232,1.70244479853025,892132121.7893054,0.0001802953021033553,383.9461879876123,383.9460227490694,0.08867201853694748,1.9599639871991568,-0.0642617241923727,0.9139229759334921,1.5293313685565453,0.9377595330534447,2.4940876124559104,0,predicted,False,True,INH,358,
HIV_High_CD4,0.35597391118697885,0.25841933136953127,0.015514414820111623,0.27445089335031325,0.5238806098247131,0.062037007432146775,0.6794943437705879,8499.152436371824,0.05841322571436881,361.58384451500297,346.8285383564989,0.4968431950458104,1.9602431421825623,-0.6709594615443337,1.3829072839182914,1.42757030416328,0.5112178485398168,3.9864746098944375,0,predicted,False,True,INH,358,
HIV_Low_CD4,1.3200896182487347,0.22297456528336287,0.006724532821971698,0.2299232491994003,0.4795031274135762,0.031163571985023595,2.753036513795549,31751.09157658828,0.030221754173329358,372.4098044166573,368.09243375457686,0.005907885579466933,1.960038701975253,0.3802449307999545,2.2599343056975147,3.7437568711619322,1.4626427918340852,9.582459633084527,0,predicted,False,True,INH,358,1.0
