Drug,Model,Num_Loci,Binned_MAE,Binned_MSE,MAE,MSE,Within_doubling,Spearman,Spearman_pval,Sensitivity,Specificity,Precision,Accuracy,Balanced_Acc,F1,CV,Addl_Data,Binned_MAE_exp,Binned_MSE_exp,Without_doubling
Bedaquiline,CNN,4,0.354897780798387,0.4974822446679875,0.895294974591229,1.3061084834279355,0.9288061336254108,0.4344280223272224,6.200309290025717e-85,0.5,0.9877777777777778,0.3714285714285714,0.9808324205914568,0.7438888888888888,0.4262295081967213,0,"+ Lineage
Binary Augment",1.2788949645844687,1.4117476645431153,0.07119386637458924
Bedaquiline,CNN,4,0.3557990007681657,0.527755288228676,0.9170848360922264,1.3453360559379317,0.9255202628696604,0.4335736305025996,1.4294402935184157e-84,0.5,0.9855555555555556,0.3333333333333333,0.9786418400876232,0.7427777777777778,0.4,1,"+ Lineage
Binary Augment",1.2796941118157872,1.4416843103895023,0.07447973713033962
Bedaquiline,CNN,4,0.3651247183392992,0.5181165996631483,0.8963136055423886,1.3292907501006526,0.9238773274917852,0.4262126659177465,1.7283093840790183e-81,0.4230769230769231,0.9866666666666668,0.3142857142857143,0.9786418400876232,0.7048717948717949,0.360655737704918,2,"+ Lineage
Binary Augment",1.287992969326247,1.4320844786338738,0.0761226725082148
Bedaquiline,CNN,4,0.3549385055994923,0.5053773395514561,0.89825061163923,1.3094355058968783,0.9255202628696604,0.4256031380010917,3.086414499960372e-81,0.5384615384615384,0.9855555555555556,0.35,0.9791894852135816,0.7620085470085469,0.4242424242424242,3,"+ Lineage
Binary Augment",1.278931066100521,1.4194945790790885,0.07447973713033962
Bedaquiline,CNN,4,0.3555946941731739,0.5244122926346633,0.9104823133133014,1.341289291846423,0.9255202628696604,0.437124205644341,4.3735503601075824e-86,0.5384615384615384,0.9861111111111112,0.358974358974359,0.97973713033954,0.7622863247863247,0.4307692307692308,4,"+ Lineage
Binary Augment",1.2795129013537536,1.438347524321347,0.07447973713033962
Bedaquiline,CNN,4,0.3523783471305624,0.5119429479778626,0.9130170773640616,1.3320209421355813,0.9282584884994524,0.4288038265648668,1.4496376794310731e-82,0.3846153846153846,0.9983333333333332,0.7692307692307693,0.9895947426067908,0.6914743589743589,0.5128205128205128,0,+ Lineage,1.2766635302573195,1.4259693256529,0.07174151150054764
Bedaquiline,CNN,4,0.3609115736572499,0.5238730188992464,0.9160025667757732,1.355155114741426,0.9227820372398684,0.4191579647740037,1.320829037368855e-78,0.1538461538461538,0.9988888888888888,0.6666666666666666,0.9868565169769988,0.5763675213675215,0.25,1,+ Lineage,1.2842370925134097,1.437809976143491,0.0772179627601316
Bedaquiline,CNN,4,0.3522616951881815,0.5233546937297686,0.9163605880483224,1.345797881562211,0.924972617743702,0.4224274030788453,6.2113976372965656e-80,0.3461538461538461,0.9933333333333332,0.4285714285714285,0.984118291347207,0.6697435897435897,0.3829787234042554,2,+ Lineage,1.2765603072921816,1.4372934988431356,0.07502738225629801
Bedaquiline,CNN,4,0.3609667379586325,0.5240567110207145,0.9210638207886824,1.356849013135147,0.9227820372398684,0.4204182614609255,4.081345667466346e-79,0.2692307692307692,0.995,0.4375,0.9846659364731654,0.6321153846153846,0.3333333333333333,3,+ Lineage,1.284286198800226,1.4379930579260463,0.0772179627601316
Bedaquiline,CNN,4,0.3588366487402689,0.5289085846257228,0.9253289987600272,1.362863299826121,0.924972617743702,0.4195060689276945,9.554018757989844e-79,0.1923076923076923,0.9955555555555556,0.3846153846153846,0.984118291347207,0.5939316239316239,0.2564102564102564,4,+ Lineage,1.282391393897224,1.4428372595791794,0.07502738225629801
Bedaquiline,LinReg,4,0.3945248772098454,0.5071988948200964,0.8804694906699343,1.3370804327429966,0.9244249726177436,0.3618001395372784,1.390742167383022e-57,0.0384615384615384,0.9961111111111112,0.125,0.982475355969332,0.5172863247863247,0.0588235294117647,0,– Lineage,1.3145097813767543,1.421287973244573,0.07557502738225641
Bedaquiline,LinReg,4,0.3951948470813045,0.5100983594589708,0.8864170539633752,1.3479842040943693,0.9233296823658268,0.3653837776740358,8.904240910054436e-59,0.0769230769230769,0.9977777777777778,0.3333333333333333,0.9846659364731654,0.5373504273504274,0.125,1,– Lineage,1.3151203653497332,1.424147287205278,0.0766703176341732
Bedaquiline,LinReg,4,0.4004914962356781,0.5300521928161557,0.8877440105992346,1.3697676137723125,0.920591456736035,0.3604535438426265,3.8711671476388175e-57,0.0,0.9977777777777778,0.0,0.9835706462212488,0.4988888888888889,0.0,2,– Lineage,1.3199575162932191,1.4439814339319552,0.07940854326396496
Bedaquiline,LinReg,4,0.3975192828943129,0.5150407653391679,0.8887846527933383,1.3550988890198703,0.9233296823658268,0.3696241232778737,3.2916450896844203e-60,0.0384615384615384,0.9994444444444444,0.5,0.9857612267250822,0.5189529914529915,0.0714285714285714,3,– Lineage,1.3172409637607319,1.4290345185128694,0.0766703176341732
Bedaquiline,LinReg,4,0.3958729628336593,0.5049305423453362,0.8783171457635115,1.338058056898849,0.9233296823658268,0.3636567542513968,3.363130473964645e-58,0.0384615384615384,0.9988888888888888,0.3333333333333333,0.9852135815991238,0.5186752136752137,0.0689655172413793,4,– Lineage,1.3157386619630982,1.419055035034458,0.0766703176341732
