covariate,coef,exp(coef),se(coef),coef_transformed,se_transformed,imp_num,pval,OR,OR_lower,OR_upper,exclude_resistance,MIC_type,tb_deaths_only,include_drugs,num_pids,significant
diabetes,0.2525565008957578,1.2873122283940817,0.1562127897072807,1.175382155628892,0.7270045508697118,1,0.10593298457073748,3.239380654875162,0.7791742447343282,13.467574291752138,0,predicted,False,"RIF,INH,EMB,PZA",372,
EMB_AUC,-0.5425265279388477,0.581277781008756,0.3368406754152437,-0.1168566835639404,0.07255328945481518,1,0.10725985306417325,0.8897126944791658,0.7717778589371993,1.0256690698635214,0,predicted,False,"RIF,INH,EMB,PZA",372,
PZA_pred_MIC,-0.2828586285563314,0.7536263215701946,0.19665574221596532,-1.9639829953435346,1.3654472399165294,1,0.15033644206706934,0.14029849831122193,0.009655665780892568,2.0385615114532643,0,predicted,False,"RIF,INH,EMB,PZA",372,
high_lung_involvement,-0.04210527064253667,0.9587688450474418,0.22218828243945885,-0.08424473151842896,0.44455698574095137,1,0.8496988701409341,0.9192062698194688,0.38459655137690407,2.1969520097110333,0,predicted,False,"RIF,INH,EMB,PZA",372,
HIV_High_CD4,0.08060532113558828,1.0839430027385817,0.19724310846533746,0.2159958692294422,0.5285469502791625,1,0.6827893691916131,1.241097252302094,0.44045935083960375,3.4970818231821936,0,predicted,False,"RIF,INH,EMB,PZA",372,
INH_pred_MIC,-0.304425731432359,0.7375468027451748,0.3965979016409313,-0.8770403786108532,1.1425853267226784,1,0.4427290848736778,0.4160123304685059,0.04431347517103852,3.905499589771427,0,predicted,False,"RIF,INH,EMB,PZA",372,
fstrom1_baseline,0.12146851396652947,1.1291538127907041,0.1996919722438715,0.25949634771270697,0.4266071574656019,1,0.5430021782990626,1.2962770493268425,0.5617837349148403,2.991069488450433,0,predicted,False,"RIF,INH,EMB,PZA",372,
screen_sex,-0.07448075064602666,0.9282253416251812,0.21839059653184073,-0.15196640961354677,0.44559211018202893,1,0.7330706370979614,0.8590171349740421,0.3586849338684254,2.057266331821162,0,predicted,False,"RIF,INH,EMB,PZA",372,
Lineage_2,0.6605457149387683,1.935848467629959,0.34372508450182687,1.3193336422838515,0.686535477294191,1,0.054640140184982436,3.7409277504573315,0.9740903992041801,14.366777914632062,0,predicted,False,"RIF,INH,EMB,PZA",372,
smear_pos_no_contam_sputum_specimen_1,0.10670184538774492,1.1126024774610979,0.2533798400116195,0.24352311913080021,0.5782828660579062,1,0.6736717022676169,1.2757358114028203,0.41070073383955025,3.9627439797354578,0,predicted,False,"RIF,INH,EMB,PZA",372,
INH_AUC,0.49396540500971425,1.6388018654784606,0.3864264028224927,0.07486554262758012,0.05856689970497193,1,0.2011468289586299,1.0777392311569116,0.9608629697593704,1.2088319426708392,0,predicted,False,"RIF,INH,EMB,PZA",372,
screen_years,0.10204934068033582,1.1074381121298074,0.22073278673930233,0.007989031355314813,0.017280279741641747,1,0.643851343746078,1.008021028819135,0.9744523144511236,1.0427461451655804,0,predicted,False,"RIF,INH,EMB,PZA",372,
F2,0.0422374798134023,1.043142174547187,0.1846244444709575,0.07621351783426836,0.33313726229623203,1,0.8190437037724441,1.0791929765060044,0.5617358720202746,2.073318686861169,0,predicted,False,"RIF,INH,EMB",372,
EMB_pred_MIC,-0.14425271618855762,0.8656689518556325,0.3099057326254094,-1.0587653499989835,2.274601547474084,1,0.6415928484636307,0.3468838261671396,0.004018275444795854,29.945281379899868,0,predicted,False,"RIF,INH,EMB",372,
RIF_AUC,-0.19637613993649855,0.8217031011908036,0.2859181038761907,-0.0198546823747124,0.028907855809150153,1,0.49219204767881075,0.9803411238003035,0.92634083599381,1.0374893145922628,0,predicted,False,"RIF,INH,EMB",372,
TTP_baseline,-0.029819264610800224,0.9706209432506042,0.25020120427142406,-0.08279622742360669,0.6947091446049305,1,0.9051318486967832,0.9205387086538696,0.23588729995498842,3.592357512641975,0,predicted,False,"RIF,INH,EMB",372,
RIF_pred_MIC_high,0.7353230650038028,2.086155847596505,0.3139746872028322,1.5224477574271569,0.6500680873084987,1,0.019181640143194942,4.583430601786089,1.2818927783952963,16.388138255749674,0,predicted,False,"RIF,INH,EMB",372,1.0
HIV_Low_CD4,0.32453477085080684,1.3833869043361642,0.15538145329792832,1.0962226467448286,0.5248518287971592,1,0.03674080707884437,2.992839632994121,1.0698644573568832,8.372171827213524,0,predicted,False,"RIF,INH,EMB",372,1.0
bl_bmi,-0.2270007880670426,0.796920154263383,0.2525940819707401,-0.06801741394542067,0.07568606426376441,1,0.3688241064710521,0.9342442045579723,0.8054457935517254,1.0836387013722812,0,predicted,False,"RIF,INH,EMB",372,
diabetes,0.2830540759563888,1.3271769282384125,0.15105239431655393,1.3173159620804389,0.7029883935475397,1,0.060946952695855296,3.7333873641949773,0.9412787359028318,14.807708577164282,0,predicted,False,"RIF,INH,EMB",372,
EMB_AUC,-0.4694655288476574,0.625336403250043,0.31929616834894,-0.1011198198125942,0.06877431680564093,1,0.14147681383374072,0.9038247302877941,0.7898478051315623,1.034248798024748,0,predicted,False,"RIF,INH,EMB",372,
high_lung_involvement,-0.08983591510784175,0.9140811598751504,0.2162084108801046,-0.1797447785866209,0.4325923868595098,1,0.6777714454413055,0.8354834174613993,0.35786112858519903,1.9505682095528076,0,predicted,False,"RIF,INH,EMB",372,
HIV_High_CD4,0.10419967325270048,1.1098220345686423,0.19724722562097619,0.2792210077518555,0.5285579829082547,1,0.5973123679316616,1.3220995058228329,0.46919650903049326,3.7254051759864626,0,predicted,False,"RIF,INH,EMB",372,
INH_pred_MIC,-0.2945987116239776,0.7448304192924,0.3890521157738314,-0.848729062307835,1.12084616931749,1,0.4489170407094426,0.42795849504017763,0.0475702750580583,3.850061267325565,0,predicted,False,"RIF,INH,EMB",372,
fstrom1_baseline,0.07366174001624248,1.0764426264407558,0.19789695738791224,0.15736549230893682,0.4227724205119595,1,0.7097270454637359,1.17042331645552,0.5110676931923814,2.6804487114920597,0,predicted,False,"RIF,INH,EMB",372,
screen_sex,-0.05197978319267659,0.9493480594356829,0.21532991061914017,-0.10605667848089878,0.4393472557052208,1,0.8092481979247756,0.8993736714978393,0.38016060288796116,2.127713905225181,0,predicted,False,"RIF,INH,EMB",372,
Lineage_2,0.6179051438863206,1.8550379311067435,0.33683004373997516,1.2341659716088487,0.6727637442614928,1,0.06658402212782266,3.4355120109407578,0.9190389842356397,12.842483267599894,0,predicted,False,"RIF,INH,EMB",372,
smear_pos_no_contam_sputum_specimen_1,0.06205994688201425,1.0640261278649616,0.25043319206370146,0.14163796120751698,0.5715578005574009,1,0.8042811159219815,1.1521594466051233,0.37583887815821815,3.53202254356079,0,predicted,False,"RIF,INH,EMB",372,
INH_AUC,0.3136467493733954,1.3684062607892724,0.3022230056931451,0.04753639393988348,0.04580500797482079,1,0.29936361740051975,1.048684366182572,0.958639898006021,1.147186657016059,0,predicted,False,"RIF,INH,EMB",372,
screen_years,0.15247371359931,1.1647118456099554,0.21688478171237519,0.011936552168640329,0.01697903494563834,1,0.48204508334925356,1.0120080771112399,0.9788843787382965,1.046252622253968,0,predicted,False,"RIF,INH,EMB",372,
